investec,absa,nedbank,discovery_bank,capitec,africa_bank,tyme_bank,bank_zero,standard_bank
0.0,-2.625,27.061830357142867,0,0.7181818181818181,0,0,0,0
0.0,-2.625,27.380012175324683,0,0.7181818181818181,0,0,0,0
0.0,-2.625,27.830012175324683,0,0.7181818181818181,0,0,0,0
0.0,-2.625,27.830012175324683,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.267133387445895,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.267133387445895,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.579633387445895,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.579633387445895,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.579633387445895,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.979633387445894,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.979633387445894,0,0.7181818181818181,0,0,0,0
0.0,-2.625,28.979633387445894,0,0.7181818181818181,0,0,0,0
0.0,-2.625,29.429633387445893,0,0.7181818181818181,0,0,0,0
0.0,-2.625,29.429633387445893,0,0.7181818181818181,0,0,0,0
0.0,-2.625,29.82963338744589,0,0.7181818181818181,0,0,0,0
0.0,-2.625,29.82963338744589,0,0.7181818181818181,0,0,0,0
0.0,-2.625,30.14781520562771,0,0.7181818181818181,0,0,0,0
0.0,-2.625,30.14781520562771,0,0.7181818181818181,0,0,0,0
0.0,-2.625,30.597815205627708,0,0.7181818181818181,0,0,0,0
0.0,-2.625,30.597815205627708,0,0.7181818181818181,0,0,0,0
0.0,-2.625,30.597815205627708,0,0.7181818181818181,0,0,0,0
0.0,-2.625,31.097815205627708,0,0.7181818181818181,0,0,0,0
0.0,-2.625,30.89781520562771,0,0.7181818181818181,0,0,0,0
0.0,-2.625,31.347815205627708,0,0.7181818181818181,0,0,0,0
0.0,-2.625,31.347815205627708,0,0.7181818181818181,0,0,0,0
0.0,-2.625,31.797815205627707,0,0.7181818181818181,0,0,0,0
0.0,-2.625,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.11031520562771,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.24667884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.24667884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.24667884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.24667884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.24667884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.24667884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,32.69667884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,33.00917884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,33.50917884199134,0,0.7181818181818181,0,0,0,0
0.0,-3.125,33.50917884199134,0,0.7181818181818181,0,0,0,0
0.0,-2.663095238095238,33.50917884199134,0,0.7181818181818181,0,0,0,0
0.0,-2.663095238095238,33.50917884199134,0,0.7181818181818181,0,0,0,0
0.0,-2.663095238095238,33.50917884199134,0,0.7181818181818181,0,0,0,0
0.0,-2.663095238095238,33.50917884199134,0,0.7181818181818181,0,0,0,0
0.0,-2.663095238095238,33.359178841991344,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,33.359178841991344,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,33.859178841991344,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,33.859178841991344,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,33.859178841991344,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,33.859178841991344,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.30917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.30917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.30917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.30917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.30917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.30917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.30917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.40917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.40917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.40917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.40917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.40917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.90917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.90917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.90917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,34.90917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,35.40917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.313095238095238,36.00917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.00917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.00917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,35.90917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,35.90917884199135,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.07736066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.07736066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.07736066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.07736066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.07736066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.07736066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.54611066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.54611066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.54611066017317,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.71429247835499,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.71429247835499,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.71429247835499,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.71429247835499,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,36.71429247835499,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,37.18304247835499,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,37.18304247835499,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,37.35122429653681,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,37.85122429653681,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,37.85122429653681,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,37.85122429653681,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.051224296536816,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.051224296536816,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.051224296536816,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.051224296536816,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.18758793290045,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.68758793290045,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.68758793290045,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,38.68758793290045,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,39.18758793290045,0,0.7181818181818181,0,0,0,0
0.0,-2.813095238095238,39.68758793290045,0,0.7181818181818181,0,0,0,0
